,Blocking_patent,Blocking_action,Blocked_app,Blocking_date,Final
2686,6636745,119a,11856426,2011-03-07,1
2687,6917182,103a,12097472,2011-03-16,0
2688,6917182,103c,12097472,2011-08-03,1
2689,6917182,103,12788753,2012-07-05,0
2690,7643832,103a,11835569,2011-02-18,1
2691,7643832,103a,11835569,2011-07-21,0
2692,7643832,103a,12451204,2011-06-03,0
2693,7590996,102e,11250086,2011-03-03,1
2694,8010985,103a,12187609,2011-09-12,0
2695,7257430,103a,11754257,2011-03-28,0
2696,7257430,103a,11754257,2011-10-11,1
2697,7257430,103a,12852586,2012-12-20,0
2698,6298224,119,13017155,2011-10-21,0
2699,6094429,103a,12746271,2013-07-19,1
2700,6094429,103a,12746271,2014-05-14,0
2701,6094429,103a,12746271,2014-11-26,1
2702,5933062,103a,12492271,2011-06-29,0
2703,5933062,103a,12700876,2011-03-22,1
2704,5933062,103a,12700876,2012-03-30,0
2705,5933062,102b,12950908,2013-03-28,0
2706,5933062,103a,12917738,2013-02-15,0
2707,7305649,103a,12040751,2011-08-24,0
2708,7305649,102b,13023275,2012-05-04,0
2709,7305649,102b,13023275,2012-11-05,1
2710,7305649,103a,13023275,2014-02-21,0
2711,7305649,103a,13023275,2014-08-07,1
2712,6313787,102,13407310,2012-08-29,0
2713,6011800,103a,12161396,2011-06-08,0
2717,7190947,103a,12620958,2011-02-03,1
2718,6005980,103,12150204,2011-11-21,0
2719,6005980,102b,11943716,2011-02-18,0
2720,6005980,103a,11943716,2011-02-18,0
2722,6005980,102b,11943716,2011-07-07,1
2723,6005980,103a,11943716,2011-07-07,1
2725,6005980,103a,12076624,2011-05-12,0
2726,6005980,103a,11926816,2011-07-29,0
2727,6285899,103a,11574346,2012-03-14,0
2728,6605454,102b,12448800,2011-09-22,0
2729,6605454,103a,11793428,2012-06-15,1
2731,6282183,103,11832574,2011-08-24,0
2732,6282183,103,11832574,2011-03-29,0
2733,6282183,102e,13213581,2012-08-14,0
2734,7877123,103a,12943368,2012-05-24,0
2736,7877123,102e,12907812,2012-10-16,0
2737,7877123,103a,12907812,2012-10-16,0
2738,6224393,102b,12906470,2012-11-21,0
2739,6224393,103a,12906470,2012-11-21,0
2740,7446434,102e,12745275,2012-02-13,0
2741,7450722,103a,11819604,2011-04-22,0
2742,6026126,103a,13490371,2012-11-09,0
2743,7039115,102b,11365286,2011-01-19,0
2744,7039115,103a,11365286,2011-01-19,0
2746,7509148,103a,11361157,2011-03-17,0
2747,7509148,102b,12327315,2011-01-27,0
2748,7414989,103a,10563928,2011-07-18,1
2749,7414989,103a,12095848,2011-08-19,1
2752,7414989,103a,12095848,2011-03-04,0
2755,7414989,103a,10563928,2011-02-03,0
2756,7414989,103a,11554679,2012-03-01,0
2758,7414989,103a,10563928,2013-09-05,0
2759,6101531,103a,11926283,2011-03-02,1
2760,5703877,103a,11535406,2012-04-05,0
2761,5703877,102e,11535406,2012-08-22,1
2762,6925064,103a,11051354,2011-07-19,1
2763,6925064,103a,12044132,2011-09-15,0
2764,6925064,103a,11051354,2011-02-03,0
2765,6925064,103a,12044132,2011-02-02,0
2768,6925064,103a,12044132,2011-06-24,1
2769,6925064,112,13438884,2013-03-26,0
2770,8102802,103a,12536958,2012-04-25,0
2772,8102802,119,13330814,2012-06-22,0
2773,8102802,103a,12538535,2012-12-21,0
2777,8102802,103,12538535,2013-04-10,1
2778,8102802,103a,12538535,2013-08-21,0
2781,6542483,102e,11857416,2011-05-11,1
2782,7773535,103a,12451204,2011-06-03,0
2783,7773535,103a,12338573,2012-10-22,1
2784,7773535,119,12338573,2012-05-31,0
2785,7773535,103a,12338573,2012-05-31,0
2787,7773535,103a,12338573,2013-12-30,1
2789,8320267,112,12920958,2013-01-10,0
2790,6202088,103a,11990294,2011-08-08,0
2792,6202088,103a,12732344,2012-03-09,0
2793,8275003,103a,13891234,2014-12-18,0
2794,6628711,103a,11765381,2011-08-25,0
2795,6628711,103a,10462090,2011-06-28,1
2796,6628711,102b,12390203,2011-06-30,0
2797,6628711,102b,11675715,2011-07-22,0
2798,6628711,103a,11675715,2011-07-22,0
2799,6628711,103a,12063677,2011-06-28,0
2800,6628711,103a,10462090,2011-03-02,0
2801,6385462,103a,13172229,2013-03-21,0
2802,6385462,103a,13172229,2013-10-02,1
2803,6385462,103a,13027030,2013-01-14,0
2804,7167710,103a,12426181,2011-01-07,0
2805,6408176,103a,12434696,2011-05-05,0
2806,7200190,103a,12705548,2011-10-27,0
2808,7200190,103a,12705548,2012-06-08,1
2810,6157632,102b,13227853,2012-12-17,0
2811,6157632,103a,13227853,2012-12-17,0
2812,8055211,102e,12896414,2012-12-07,0
2813,7489913,103a,12248660,2011-06-10,0
2814,7489913,103a,12248660,2012-01-06,1
2815,7489913,103a,12248660,2012-06-08,0
2816,7489913,103a,12248660,2013-09-10,0
2817,7489913,103a,12248660,2013-01-17,1
2818,7489913,103a,12248660,2014-06-24,0
2819,5917830,103a,10854774,2011-03-16,0
2820,5917830,103a,10854774,2011-07-05,1
2821,5917830,103a,11658101,2011-07-07,0
2822,5917830,103a,12054010,2011-11-09,0
2824,5917830,103a,11123780,2011-06-30,0
2828,5917830,103a,11475224,2011-03-28,1
2829,5917830,103,11658101,2012-01-10,0
2830,5917830,103a,12174738,2012-07-20,0
2831,6295606,103a,10467698,2011-11-30,1
2832,6295606,102b,11523773,2011-06-22,0
2833,6295606,103a,11155569,2011-01-19,0
2834,6295606,103a,10467698,2011-08-09,0
2835,6295606,103a,11155569,2011-06-17,1
2836,6295606,102b,11523773,2011-02-01,1
2837,6295606,103a,12715558,2012-08-13,0
2838,6295606,103,12722887,2012-07-19,0
2839,7809282,103a,12723857,2012-06-01,0
2840,6927432,119a,13051036,2011-08-22,0
2841,7088220,102b,12057950,2011-02-28,0
2842,7088220,103a,12057950,2011-02-28,0
2843,7088220,102b,11870309,2011-11-02,0
2844,7088220,103a,12041193,2011-03-23,0
2845,7088220,103a,12057950,2011-06-07,1
2846,7088220,103a,12058083,2011-03-22,0
2847,7088220,103a,12892489,2013-03-01,1
2848,7088220,103a,12892489,2013-11-20,0
2849,7088220,103a,12892489,2014-07-02,1
2850,7088220,103a,12892489,2014-12-04,0
2851,6216015,103a,12394145,2011-05-24,0
2852,6216015,103a,12394145,2012-01-04,1
2853,5931513,102b,12484313,2011-12-22,0
2854,7786901,102e,11944708,2011-10-26,0
2855,7307523,103a,12048403,2011-03-03,0
2856,7307523,103a,12765573,2012-07-23,0
2858,7747004,112,11652068,2011-07-08,1
2860,7003045,103a,12728359,2012-10-22,0
2861,6148206,103a,11666997,2011-03-14,1
2863,6148206,103a,11666997,2011-12-14,0
2865,6154485,103a,10596613,2011-01-14,0
2868,7050773,103a,11534393,2011-01-03,0
2869,6505055,103,12924706,2011-10-25,0
2870,7269152,103a,11592746,2011-08-25,0
2871,6542753,103,11349650,2011-06-21,0
2872,6826388,103a,11376502,2011-09-30,1
2874,6826388,102e,11376502,2011-05-09,0
2875,6826388,103a,11376502,2011-05-09,0
2876,6826388,103a,11376502,2012-05-02,0
2878,6826388,103a,11376502,2012-10-22,0
2880,6839542,103a,11350519,2011-03-09,0
2882,6839542,103a,11350519,2011-08-22,1
2884,7477196,103a,11847152,2011-05-26,1
2885,6985138,103a,11940546,2011-05-05,0
2886,6490256,103a,11272452,2011-10-06,1
2891,6993296,102b,12382525,2011-12-23,1
2892,6993296,102b,12382525,2011-05-26,0
2893,7660431,103a,12860560,2012-10-29,0
2894,7430174,102e,10593707,2011-03-10,0
2895,7430174,102e,10593707,2011-08-16,1
2896,6982752,103a,12059733,2011-11-17,0
2897,6982752,103a,12059733,2012-02-24,0
2898,7206044,103a,13204210,2013-01-10,0
2899,6167235,103a,12951974,2012-06-28,0
2900,6167235,103a,12951974,2013-01-04,1
2901,7676362,102e,12302071,2011-12-06,0
2902,7757148,101,12700508,2012-08-30,0
2903,7796083,103a,12946813,2011-04-28,0
2904,7218666,103a,12161356,2011-07-12,0
2905,7218666,103a,12161356,2012-01-31,1
2906,7212789,102e,12697986,2011-03-07,1
2907,7212789,103a,12302829,2011-05-11,0
2912,7212789,103a,12917149,2011-02-17,0
2913,6341222,103a,11766876,2011-01-06,0
2916,5867140,103a,12020778,2011-06-09,1
2918,5867140,103a,12980823,2013-06-27,1
2919,6975621,103a,11256345,2011-08-05,1
2921,6975621,103a,11256345,2011-02-11,0
2922,6988064,101,12042018,2011-06-21,0
2923,5800937,103a,11517089,2011-01-06,0
2927,5800937,103a,11517089,2011-07-21,1
2930,5892769,103a,12065646,2011-08-10,1
2931,5892769,103a,12065646,2011-03-02,0
2932,6993342,103a,12090637,2011-11-25,1
2933,6993342,103a,12090637,2011-04-19,0
2934,5940452,103a,11555656,2011-01-04,1
2935,6901603,103a,10174384,2011-04-28,1
2936,6901603,103a,10174384,2011-07-08,0
2937,6901603,103a,10892533,2012-01-23,0
2938,6901603,103a,10892533,2012-08-01,1
2939,6344727,103a,12908495,2013-01-17,0
2940,7493087,103a,12822026,2012-07-16,0
2941,6699611,103a,13206845,2011-09-28,0
2942,6758303,103a,11828804,2011-07-20,1
2943,6758303,102b,11965077,2011-06-10,0
2944,6758303,103a,11828804,2011-03-17,0
2945,6758303,102,12459346,2011-09-19,0
2946,6758303,103a,12459346,2011-09-19,0
2947,6023615,102b,12094865,2011-04-11,0
2948,7243134,103a,12847659,2012-09-04,1
2950,7243134,103a,12847659,2012-04-24,0
2954,6765882,103a,13045268,2012-12-18,0
2955,7315967,103a,11298250,2011-02-17,0
2956,7103337,102b,12726323,2011-08-10,0
2957,7684813,102e,12178401,2011-04-20,1
2958,7684813,103a,12178401,2011-12-27,0
2959,7684813,103a,12178401,2012-06-05,1
2960,6173005,103a,12121826,2011-06-13,0
2961,6173005,103a,12708135,2011-12-14,0
2962,6173005,102b,12708135,2011-12-14,0
2963,6173005,103a,12121826,2011-01-10,0
2964,6173005,103a,11748433,2012-01-03,0
2965,7262724,103a,12678128,2012-01-27,0
2966,5933330,103a,11849175,2011-07-12,0
2967,5933330,103a,11947436,2011-06-09,0
2968,5912878,103a,12517749,2011-02-02,0
2969,5912878,103a,11154817,2011-03-18,0
2972,5912878,112,11154817,2011-10-17,0
2973,6356708,103a,12501975,2011-12-23,1
2974,6356708,103a,12501975,2011-10-07,0
2975,6356708,103a,12501975,2012-12-20,1
2976,6356708,103a,12501975,2012-05-23,0
2977,6117585,103,12929998,2011-03-29,0
2978,6117585,103,12929998,2011-11-22,1
2979,6321197,103a,12400488,2012-07-20,0
2980,7102577,103,12009049,2012-03-28,1
2981,6426983,102b,12601958,2011-11-30,0
2982,6426983,103a,12601958,2011-11-30,0
2984,6426983,103a,12650410,2011-09-30,0
2985,6426983,119,12473899,2012-06-28,1
2986,6426983,103,12473899,2012-06-28,1
2987,6426983,103a,12473899,2012-06-28,1
2988,6426983,103a,13551440,2012-11-08,0
2990,6426983,119,12473899,2012-02-06,0
2991,6426983,103a,12473899,2012-02-06,0
2992,6426983,103a,13551442,2012-11-26,0
2994,6426983,103a,11971017,2012-02-17,0
2996,6426983,103a,13551440,2013-04-08,1
2999,6426983,103a,13551442,2013-04-09,1
3004,6426983,103a,12473899,2013-04-24,0
3006,6799038,103a,12940988,2011-04-20,1
3007,6799038,103,13214993,2011-11-01,0
3008,6799038,102e,13203731,2012-05-11,0
3009,5966120,103a,11618245,2011-04-28,0
3016,5966120,103a,12221975,2011-10-11,0
3017,5966120,103,12221975,2011-10-11,0
3023,5966120,103a,12221975,2012-04-05,1
3033,6137802,103a,10529620,2011-03-16,1
3034,6137802,119a,12346180,2011-08-19,1
3035,6137802,103a,12346180,2011-08-19,1
3036,7778652,103a,12186589,2011-03-08,0
3037,7778652,103a,12186575,2011-03-03,0
3038,6072250,103a,13008405,2012-11-09,0
3039,6072250,103a,12801556,2012-08-22,0
3041,6072250,103a,13014453,2012-11-29,0
3042,6466938,102,12724206,2012-11-26,0
3043,6466938,103a,12724206,2012-11-26,0
3045,6466938,102,12724206,2012-06-21,0
3046,6466938,103a,12724206,2012-06-21,0
3048,6466938,102b,12724206,2012-09-14,1
3049,6466938,103a,12724206,2012-09-14,1
3051,7176980,103a,11676150,2011-11-03,1
3052,7176980,103a,11676150,2011-03-24,0
3053,7176980,103a,12452589,2011-12-16,0
3054,6177881,103a,13027086,2012-10-10,0
3055,6137994,103a,11946197,2011-04-05,1
3056,6137994,103a,11946197,2011-08-29,0
3057,6480096,103a,11865308,2011-10-21,0
3058,6480096,103a,11865308,2011-06-07,1
3059,6480096,103a,11819832,2011-08-18,0
3060,6480096,102b,11865308,2011-02-18,0
3061,6480096,103a,11819832,2011-03-07,1
3062,6480096,103a,11865308,2012-03-12,1
3063,7542422,103a,12189389,2011-09-16,0
3065,7542422,103a,12600084,2012-08-27,0
3066,6782251,102,12348287,2011-03-09,0
3067,6782251,103,12348287,2011-03-09,0
3068,6782251,103a,12060865,2011-12-16,0
3070,6782251,103a,12060867,2012-05-03,1
3071,6584301,103a,11871448,2011-06-07,1
3072,6584301,103a,12720401,2012-05-10,0
3073,6768908,103a,11486650,2011-11-25,1
3074,7020394,103,12699927,2012-07-06,1
3077,7020394,103,12699927,2012-01-06,0
3080,7181223,103a,12948267,2012-12-31,0
3081,7181223,103a,12164121,2012-03-26,0
3082,5778030,103a,12477587,2011-07-07,0
3083,7839927,119a,12912961,2011-02-04,0
3084,6106969,103a,11296495,2012-10-11,1
3089,6106969,103a,11296495,2012-06-20,0
3090,5828295,103a,13373179,2013-05-13,0
3091,8030914,103a,12853715,2013-02-13,0
3092,5855003,103a,11929301,2011-01-10,1
3093,7089344,103a,11962658,2011-10-20,0
3094,8015005,103a,12817233,2013-02-15,0
3096,7231516,103a,11931546,2011-06-17,0
3097,7231516,103a,11691730,2011-07-28,0
3099,7231516,103a,11931546,2011-12-16,1
3100,7231516,103,11150416,2011-11-16,0
3101,7231516,103a,11496459,2012-05-11,1
3102,7996019,102e,13028020,2012-08-24,1
3103,7944981,119,13031744,2011-09-15,1
3104,7944981,101,13031744,2011-06-23,0
3105,7944981,119a,13031744,2013-01-30,0
3106,8017864,103a,13326621,2014-04-21,0
3107,7873010,103a,12745803,2012-08-23,0
3108,7054386,103a,11739189,2011-01-12,0
3113,7054386,103a,12096119,2011-04-01,0
3114,6061449,103a,11785281,2011-09-13,0
3115,6061449,103a,12262092,2011-04-25,0
3116,6061449,103a,11785281,2011-03-14,1
3117,6061449,103a,12262092,2011-10-17,1
3118,6061449,103a,11785281,2011-12-27,1
3119,6061449,103a,12837271,2012-05-02,1
3120,6061449,103a,13053075,2012-10-12,0
3121,6061449,103a,12837271,2012-12-06,0
3122,6061449,103a,13237317,2012-11-21,0
3123,6061449,103a,12262092,2012-05-22,0
3124,6061449,103a,12262092,2012-09-21,1
3125,6061449,103a,12262092,2013-02-28,0
3126,6061449,103a,12262092,2013-06-10,1
3127,6304581,119a,11562120,2013-10-16,0
3128,6304581,102e,11562120,2013-10-16,0
3129,6304581,102e,11562120,2014-02-21,1
3130,7242722,102b,12746750,2012-08-14,0
3131,6996547,103a,11633453,2011-01-11,1
3132,5945948,103a,12482877,2011-05-12,0
3133,5945948,119a,11559999,2011-05-11,0
3134,5945948,103a,11559999,2011-05-11,0
3135,5945948,102b,12851500,2012-08-14,0
3136,5945948,103a,12851500,2012-08-14,0
3139,5872777,103a,12208028,2011-08-25,1
3141,5872777,102b,12208028,2011-02-15,0
3142,5872777,103a,12208028,2011-02-15,0
3143,5872777,102b,12526332,2011-04-01,0
3144,5872777,103a,12526332,2011-04-01,0
3145,5872777,103a,12208028,2011-12-16,0
3147,5872777,103a,12392765,2011-03-02,0
3148,5872777,103a,12208028,2012-05-23,1
3150,5872777,103a,12208028,2012-10-02,0
3152,5872777,103a,12208028,2013-09-23,1
3154,5872777,103a,12208028,2013-02-08,1
3156,5872777,103a,12208028,2013-05-09,0
3158,5872777,103a,12208028,2014-07-31,0
3161,5872777,103a,12208028,2014-05-07,1
3164,5692019,103,11960475,2011-02-22,0
3165,6157726,102b,11831711,2011-05-26,0
3166,6856628,102b,13302855,2013-02-13,0
3167,6661853,103a,12818078,2011-02-07,0
3168,6771657,103c,13043234,2011-06-27,0
3169,6771657,103a,11169680,2011-02-10,0
3170,6771657,103a,11933483,2011-05-03,0
3172,6771657,103a,11933483,2011-10-21,1
3173,6771657,103a,11169680,2011-07-18,0
3174,6771657,103a,11777014,2012-08-01,0
3175,6771657,103a,13023817,2013-02-26,0
3178,6505049,103a,12196609,2011-06-30,0
3179,6406808,103a,12732906,2012-11-02,1
3180,6406808,103a,12732906,2012-04-12,0
3181,6898285,102e,12357976,2011-11-10,0
3182,6898285,103a,12530306,2011-03-29,0
3183,6898285,103a,13235872,2012-07-03,0
3184,6597890,103a,12396240,2011-11-02,1
3185,6597890,103a,12396240,2011-05-25,0
3186,6597890,103a,12396259,2011-04-27,0
3187,6597890,103a,12396259,2011-10-21,1
3188,6597890,103a,12396258,2011-06-08,0
3189,6597890,103a,12396258,2011-11-04,1
3190,6597890,103a,12396258,2012-02-16,0
3191,6597890,103a,12396259,2012-02-16,0
3192,5905803,103a,11650922,2011-11-02,1
3193,5905803,103a,11650922,2011-01-19,0
3194,7139586,103a,12841285,2011-12-05,0
3195,7447735,112,12263819,2012-02-16,0
3197,7706249,103a,12671198,2011-01-12,0
3198,6188979,119,12809028,2012-11-13,0
3199,6188979,103a,12809028,2012-11-13,0
3202,7076000,103a,12629282,2011-01-05,1
3203,6687486,103a,10946682,2011-04-13,0
3204,6687486,103a,12206910,2012-06-26,0
3205,6483913,103a,11951302,2011-03-16,1
3206,6483913,103a,11951302,2012-01-06,0
3207,7257280,103a,12495772,2011-05-26,0
3208,7443657,102b,12849447,2012-05-24,0
3209,7443657,102b,12851826,2012-07-05,0
3210,6401242,103,12499198,2011-06-13,0
3211,6401242,103c,12499198,2011-06-13,0
3212,6401242,103b,12499198,2011-06-13,0
3213,6401242,103a,12499198,2011-06-13,0
3214,6401242,103a,12499198,2011-12-06,1
3215,6401242,103a,12499198,2011-01-04,1
3216,7616654,103a,12471852,2011-05-02,0
3218,7305251,103a,13332847,2012-05-29,0
3219,6456852,103a,12929790,2012-02-15,1
3220,6836212,103a,11192593,2011-10-04,1
3222,6836212,103a,11192593,2011-04-14,0
3223,6836212,103a,12170024,2011-01-21,0
3224,7430459,103a,10071442,2011-02-09,1
3225,6931477,103a,12069581,2011-06-07,0
3226,5893024,103a,11770856,2011-08-15,0
3227,5893024,103a,11762397,2011-02-17,1
3228,6583716,103a,12055007,2011-02-07,0
3229,6583716,103a,12055007,2011-07-21,1
3230,7683965,103a,12387869,2011-09-08,0
3231,7269504,103a,13031234,2012-09-12,0
3232,7269504,103a,13031234,2013-01-29,1
3233,6256008,103a,12698795,2012-08-02,0
3234,6360097,103a,11457955,2011-03-18,1
3235,6360097,103a,11457955,2011-07-25,0
3236,7643564,103a,11963888,2011-07-11,0
3238,7643564,103a,11963888,2012-02-02,0
3240,6774737,103a,13100963,2012-06-07,0
3241,5935220,103a,11089889,2011-08-17,0
3242,5935220,103a,11089889,2011-01-20,0
3245,5771229,103a,12703818,2012-11-09,0
3246,6148208,103a,12550252,2011-10-26,0
3247,6148208,103a,12550252,2012-12-13,0
3248,6148208,103a,12550252,2012-03-15,1
3249,6148208,103a,12550252,2013-04-12,1
3250,7068230,102b,12463603,2011-06-14,0
3251,5903844,103a,12194214,2011-06-09,0
3252,5903844,103a,11317741,2013-08-05,1
3253,6373433,103a,11320684,2011-09-15,1
3254,6373433,103a,11320684,2011-02-23,0
3255,6526275,103a,13235519,2011-12-01,0
3256,6526275,103,13235519,2011-12-01,0
3257,6526275,103,13235502,2011-12-07,0
3258,6526275,103,11274905,2011-10-19,1
3259,6526275,102b,12485787,2011-11-18,0
3260,6526275,103a,13235508,2011-11-23,0
3262,6526275,103a,11274905,2011-03-08,0
3263,6526275,103,13235504,2011-11-23,0
3264,6526275,103a,13235504,2011-11-23,0
3265,6526275,103,13235513,2012-08-15,1
3266,6526275,103,13235502,2012-06-06,1
3267,6526275,103,13235511,2012-07-31,1
3268,6526275,103a,13235509,2012-02-07,0
3269,6526275,103a,12827835,2012-11-27,1
3270,6526275,103,13235517,2012-08-24,1
3271,6526275,103a,13235509,2012-07-23,1
3272,6526275,103a,13235511,2012-03-14,0
3273,6526275,119,13235519,2012-06-06,1
3274,6526275,103a,11274905,2012-07-18,0
3275,6526275,103,13235507,2012-02-14,0
3277,6526275,103a,13235507,2012-07-19,1
3278,6526275,103,13235507,2012-07-19,1
3279,6526275,103,13235504,2012-06-06,1
3280,6526275,103,13235516,2012-04-12,0
3281,6526275,103a,13235516,2012-04-12,0
3282,6526275,103,13235518,2012-08-15,1
3283,6526275,103,13235514,2012-09-13,1
3284,6526275,103a,13235514,2012-09-13,1
3285,6526275,103,13235514,2012-04-25,0
3286,6526275,103,13235513,2012-03-28,0
3287,6526275,103,13235512,2012-03-14,0
3289,6526275,103,13235518,2012-03-28,0
3290,6526275,103a,13235518,2012-03-28,0
3291,6526275,103a,13235503,2012-08-15,1
3292,6526275,103,13235503,2012-08-15,1
3293,6526275,103,13235508,2012-06-06,1
3294,6526275,103a,13235508,2012-06-06,1
3295,6526275,103a,13235512,2012-07-30,1
3296,6526275,103,13235512,2012-07-30,1
3297,6526275,103,13235516,2012-08-27,1
3298,6526275,103a,13235516,2012-08-27,1
3299,6526275,103a,13235517,2012-04-12,0
3301,6526275,103a,13235503,2012-03-28,0
3303,7148878,103a,12852675,2013-02-05,0
3304,5987012,103a,11694213,2012-07-19,1
3305,5987012,103a,11694213,2012-02-08,0
3306,7653413,102,12333608,2011-04-28,1
3307,7653413,103,12333608,2011-04-28,1
3308,6449312,103a,12951732,2012-04-03,0
3309,6449312,103,13046264,2012-12-31,0
3312,6057884,103a,10072114,2011-07-06,1
3313,6057884,103a,12524744,2012-08-27,0
3314,6057884,103a,12699354,2012-04-02,0
3315,6057884,103a,12524744,2012-12-18,1
3316,7400856,103,11465944,2011-07-11,1
3317,7400856,103a,11892425,2011-10-04,1
3318,7400856,103A,11892425,2011-04-14,0
3319,7400856,103,11465944,2011-01-21,0
3320,7400856,103a,11465944,2012-05-02,0
3322,7110559,103a,11843061,2011-04-15,0
3323,7110559,103a,11843061,2011-10-27,1
3324,7580723,103a,12170207,2011-07-12,0
3325,7580723,103a,12170207,2011-12-28,0
3327,7580723,103a,12170207,2012-07-02,1
3330,6766171,102e,13267860,2011-11-21,0
3331,6421347,103a,12452398,2011-08-19,0
3332,6192029,103a,11218274,2011-03-29,1
3333,6192029,103a,12337221,2012-04-25,0
3335,6192029,103a,12337221,2012-11-19,1
3338,6192029,103a,12337221,2013-05-10,0
3340,5930304,103a,12937438,2012-12-18,0
3341,6997379,103a,11464126,2011-06-07,0
3343,6997379,103a,11464126,2012-01-26,1
3345,6997379,103a,12952548,2012-04-12,1
3347,7236477,103a,12109082,2011-02-22,0
3348,7236477,103a,11418644,2011-02-24,1
3349,7236477,103a,12109082,2011-09-19,1
3350,7236477,103a,12109082,2014-01-31,0
3351,7236477,103a,12109082,2014-07-16,1
3352,7630705,103,11856553,2011-02-04,1
3353,5652616,119,13039248,2012-01-26,0
3354,5652616,103a,12810681,2012-11-06,0
3355,5652616,101,13563889,2013-04-25,0
3356,6625621,119,11289867,2014-02-21,0
3357,6625621,103a,11289867,2014-02-21,0
3361,7321780,103a,12652923,2012-10-29,0
3362,7817534,102e,12433636,2011-03-16,0
3363,7817534,103a,12433636,2011-03-16,0
3365,7957360,102e,12601043,2012-02-29,0
3366,7957360,103a,12532360,2012-10-09,0
3367,7957360,103a,12532360,2013-05-07,1
3368,6067457,103a,12052147,2011-08-12,1
3369,6067457,103a,12052147,2011-03-08,0
3370,7099389,112,11378567,2011-01-21,1
3371,7099389,103,12070635,2012-06-01,1
3372,8009612,102b,12071010,2011-12-27,1
3373,6171138,102b,12076885,2012-08-23,1
3374,6171138,103a,12076885,2012-08-23,1
3375,6829313,103,11317268,2011-03-16,0
3376,5999815,103a,11649167,2011-05-23,1
3377,6658000,103a,13245861,2012-06-06,1
3379,6658000,103a,13245861,2012-01-20,0
3380,6658000,103a,12723533,2013-01-17,1
3381,6580754,103a,11682263,2011-09-26,0
3382,6587127,103a,12332914,2011-02-16,1
3383,6587127,102,10445252,2011-11-09,0
3384,6587127,103a,10445252,2011-11-09,0
3387,6587127,103a,11983059,2011-06-06,1
3388,6587127,103a,11176618,2011-01-27,0
3390,6587127,102,12474341,2011-12-29,1
3391,6587127,103a,12403315,2011-09-09,1
3392,6587127,102,10445252,2011-02-02,0
3393,6587127,103a,10445252,2011-02-02,0
3396,6587127,103a,11176618,2011-07-15,1
3398,6587127,103a,11692724,2011-12-07,0
3401,6587127,102,10445252,2011-07-08,1
3402,6587127,103a,10445252,2011-07-08,1
3405,6587127,102b,12474341,2011-07-11,0
3406,6587127,103a,11692724,2012-06-26,1
3409,6587127,103a,12403315,2012-04-23,0
3411,6587127,103a,12955235,2013-11-14,0
3412,6587127,103a,11176618,2013-06-06,0
3414,6587127,103a,12955235,2014-03-11,1
3415,6434381,103a,13339295,2012-10-10,0
3416,6925123,102b,11987086,2011-08-04,0
3417,6925123,103a,12929242,2013-03-27,0
3418,6292475,102e,12159187,2011-07-11,0
3419,6141341,103,11468189,2011-03-01,1
3420,6141341,103a,11468189,2011-10-06,1
3421,6141341,103,11468189,2011-06-08,0
3422,7020175,103a,12850319,2012-06-22,0
3423,7020175,103a,12850319,2013-02-15,1
3424,6292573,103a,13049984,2012-09-27,0
3425,6728965,103a,12077169,2011-03-30,1
3426,6728965,103a,11791776,2011-12-02,1
3427,6728965,112,11791776,2011-05-05,0
3428,6728965,103a,11692457,2012-03-28,0
3429,6246862,103a,11944351,2011-01-18,1
3430,6246862,103a,11735369,2011-06-29,1
3432,6246862,103,11735369,2011-09-08,0
3433,6246862,103a,11944351,2011-10-20,0
3434,6246862,103a,11735369,2011-04-11,0
3436,6246862,103,11723155,2012-09-12,0
3437,6246862,103a,11472243,2012-06-28,0
3438,6246862,103a,11723155,2012-04-04,1
3439,6522352,119,11977687,2011-10-13,0
3440,6522352,103a,13022644,2011-04-12,0
3441,6522352,103a,13314385,2012-05-15,0
3442,6081438,103a,12470584,2011-10-17,0
3443,6081438,103a,12492994,2011-11-04,0
3444,6081438,103a,12470192,2011-11-17,0
3445,6285681,103a,11721672,2011-06-09,1
3446,6285681,103a,11784368,2012-02-29,0
3447,6285681,103a,12164862,2012-02-02,0
3448,5751763,102,11857416,2011-09-21,0
3449,5751763,103a,11857416,2012-03-09,1
3450,6441754,102b,11327640,2011-10-27,0
3451,6441754,103a,11327640,2011-10-27,0
3454,6441754,103a,11327640,2011-08-02,0
3457,6023230,103a,10578739,2011-01-21,1
3458,6023230,103a,10578739,2011-10-11,0
3459,6023230,103a,10578739,2011-12-07,1
3460,5862480,103a,11479624,2011-07-20,1
3462,7046799,103a,12942537,2011-11-09,0
3463,6799201,103a,11419469,2011-09-02,0
3465,6662154,102b,12047632,2011-10-18,1
3466,6662154,102b,12047632,2011-03-02,0
3467,6662154,103a,12692245,2012-03-06,0
3468,6571091,103a,12182661,2011-07-12,0
3469,7483543,102b,11680138,2011-07-29,0
3470,7483543,102b,11680138,2012-01-03,1
3471,7483543,102b,11680138,2012-08-28,1
3472,7483543,102b,11680138,2012-04-26,0
3473,5954817,112,12463888,2011-06-16,0
3474,5954817,103a,12651341,2011-10-13,0
3476,5954817,102b,12349013,2011-10-11,0
3477,5954817,103a,12054318,2011-09-01,0
3478,5954817,103a,12054318,2012-08-20,0
3479,6198931,103a,11364317,2011-02-15,1
3480,6198931,103a,13150324,2013-03-19,0
3481,7265724,103a,13290695,2012-11-08,0
3482,7265724,103a,13590807,2012-11-07,0
