app_number,patent_number,blocked_app,blocking_type,patent_pub_year,blocking_month
"11/028,870",7489913,12248660,103a,2009,42
"08/734,629",5917830,10854774,103a,1999,3
"08/734,629",5917830,10854774,103a,1999,7
"08/734,629",5917830,11658101,103a,1999,7
"08/734,629",5917830,12054010,103a,1999,11
"08/734,629",5917830,12054010,103a,1999,11
"08/734,629",5917830,11123780,103a,1999,6
"08/734,629",5917830,11123780,103a,1999,6
"08/734,629",5917830,11123780,103a,1999,6
"08/734,629",5917830,11123780,103a,1999,6
"08/734,629",5917830,11475224,103a,1999,3
"08/734,629",5917830,11658101,103,1999,13
"08/734,629",5917830,12174738,103a,1999,19
"09/360,585",6295606,10467698,103a,2001,11
"09/360,585",6295606,11523773,102b,2001,6
"09/360,585",6295606,11155569,103a,2001,1
"09/360,585",6295606,10467698,103a,2001,8
"09/360,585",6295606,11155569,103a,2001,6
"09/360,585",6295606,11523773,102b,2001,2
"09/360,585",6295606,12715558,103a,2001,20
"09/360,585",6295606,12722887,103,2001,19
"11/433,278",7809282,12723857,103a,2010,18
"10/640,856",6927432,13051036,119a,2005,8
"10/600,487",7088220,12057950,102b,2006,2
"10/600,487",7088220,12057950,103a,2006,2
"10/600,487",7088220,11870309,102b,2006,11
"10/600,487",7088220,12041193,103a,2006,3
"10/600,487",7088220,12057950,103a,2006,6
"10/600,487",7088220,12058083,103a,2006,3
"10/600,487",7088220,12892489,103a,2006,27
"10/600,487",7088220,12892489,103a,2006,35
"10/600,487",7088220,12892489,103a,2006,43
"10/600,487",7088220,12892489,103a,2006,48
"09/244,145",6216015,12394145,103a,2001,5
"09/244,145",6216015,12394145,103a,2001,13
"08/954,653",5931513,12484313,102b,1999,12
"11/695,951",7786901,11944708,102e,2010,10
"11/274,653",7307523,12048403,103a,2007,3
"11/274,653",7307523,12765573,103a,2007,19
"11/274,653",7307523,12765573,103a,2007,19
"11/317,157",7747004,11652068,112,2010,7
"11/317,157",7747004,11652068,112,2010,7
"09/774,893",7003045,12728359,103a,2006,22
"09/212,672",6148206,11666997,103a,2000,3
"09/212,672",6148206,11666997,103a,2000,3
"09/212,672",6148206,11666997,103a,2000,12
"09/212,672",6148206,11666997,103a,2000,12
"09/175,050",6154485,10596613,103a,2000,1
"09/175,050",6154485,10596613,103a,2000,1
"09/175,050",6154485,10596613,103a,2000,1
"10/683,760",7050773,11534393,103a,2006,1
"09/071,732",6505055,12924706,103,2003,10
"10/366,860",7269152,11592746,103a,2007,8
"09/676,309",6542753,11349650,103,2003,6
"09/711,105",6826388,11376502,103a,2004,9
"09/711,105",6826388,11376502,103a,2004,9
"09/711,105",6826388,11376502,102e,2004,5
"09/711,105",6826388,11376502,103a,2004,5
"09/711,105",6826388,11376502,103a,2004,17
"09/711,105",6826388,11376502,103a,2004,17
"09/711,105",6826388,11376502,103a,2004,22
"09/711,105",6826388,11376502,103a,2004,22
"10/200,846",6839542,11350519,103a,2005,3
"10/200,846",6839542,11350519,103a,2005,3
"10/200,846",6839542,11350519,103a,2005,8
"10/200,846",6839542,11350519,103a,2005,8
"11/613,354",7477196,11847152,103a,2009,5
"10/651,576",6985138,11940546,103a,2006,5
"09/543,277",6490256,11272452,103a,2002,10
"09/543,277",6490256,11272452,103a,2002,10
"09/543,277",6490256,11272452,103a,2002,10
"09/543,277",6490256,11272452,103a,2002,10
"09/543,277",6490256,11272452,103a,2002,10
"10/368,709",6993296,12382525,102b,2006,12
"10/368,709",6993296,12382525,102b,2006,5
"11/013,865",7660431,12860560,103a,2010,22
"10/518,140",7430174,10593707,102e,2008,3
"10/518,140",7430174,10593707,102e,2008,8
"09/938,046",6982752,12059733,103a,2006,11
"09/938,046",6982752,12059733,103a,2006,14
"10/001,495",7206044,13204210,103a,2007,25
"09/243,677",6167235,12951974,103a,2000,18
"09/243,677",6167235,12951974,103a,2000,25
"11/026,785",7676362,12302071,102e,2010,12
"11/420,359",7757148,12700508,101,2010,20
"11/957,790",7796083,12946813,103a,2010,4
"09/903,175",7218666,12161356,103a,2007,7
"09/903,175",7218666,12161356,103a,2007,13
"10/334,100",7212789,12697986,102e,2007,3
"10/334,100",7212789,12302829,103a,2007,5
"10/334,100",7212789,12302829,103a,2007,5
"10/334,100",7212789,12302829,103a,2007,5
"10/334,100",7212789,12302829,103a,2007,5
"10/334,100",7212789,12302829,103a,2007,5
"10/334,100",7212789,12917149,103a,2007,2
"09/185,899",6341222,11766876,103a,2002,1
"09/185,899",6341222,11766876,103a,2002,1
"09/185,899",6341222,11766876,103a,2002,1
"08/758,019",5867140,12020778,103a,1999,6
"08/758,019",5867140,12020778,103a,1999,6
"08/758,019",5867140,12980823,103a,1999,30
"09/812,994",6975621,11256345,103a,2005,8
"09/812,994",6975621,11256345,103a,2005,8
"09/812,994",6975621,11256345,103a,2005,2
"10/403,792",6988064,12042018,101,2006,6
"08/848,853",5800937,11517089,103a,1998,1
"08/848,853",5800937,11517089,103a,1998,1
"08/848,853",5800937,11517089,103a,1998,1
"08/848,853",5800937,11517089,103a,1998,1
"08/848,853",5800937,11517089,103a,1998,7
"08/848,853",5800937,11517089,103a,1998,7
"08/848,853",5800937,11517089,103a,1998,7
"08/704,042",5892769,12065646,103a,1999,8
"08/704,042",5892769,12065646,103a,1999,3
"10/431,249",6993342,12090637,103a,2006,11
"10/431,249",6993342,12090637,103a,2006,4
"08/564,460",5940452,11555656,103a,1999,1
"09/902,327",6901603,10174384,103a,2005,4
"09/902,327",6901603,10174384,103a,2005,7
"09/902,327",6901603,10892533,103a,2005,13
"09/902,327",6901603,10892533,103a,2005,20
"09/799,436",6344727,12908495,103a,2002,25
"10/568,140",7493087,12822026,103a,2009,19
"09/867,015",6699611,13206845,103a,2004,9
"10/284,745",6758303,11828804,103a,2004,7
"10/284,745",6758303,11965077,102b,2004,6
"10/284,745",6758303,11828804,103a,2004,3
"10/284,745",6758303,12459346,102,2004,9
"10/284,745",6758303,12459346,103a,2004,9
"08/564,763",6023615,12094865,102b,2000,4
"10/179,076",7243134,12847659,103a,2007,21
"10/179,076",7243134,12847659,103a,2007,21
"10/179,076",7243134,12847659,103a,2007,16
"10/179,076",7243134,12847659,103a,2007,16
"10/179,076",7243134,12847659,103a,2007,16
"10/179,076",7243134,12847659,103a,2007,16
"09/896,997",6765882,13045268,103a,2004,24
"10/632,660",7315967,11298250,103a,2008,2
"10/373,020",7103337,12726323,102b,2006,8
"10/696,042",7684813,12178401,102e,2010,4
"10/696,042",7684813,12178401,103a,2010,12
"10/696,042",7684813,12178401,103a,2010,18
"08/923,190",6173005,12121826,103a,2001,6
"08/923,190",6173005,12708135,103a,2001,12
"08/923,190",6173005,12708135,102b,2001,12
"08/923,190",6173005,12121826,103a,2001,1
"08/923,190",6173005,11748433,103a,2001,13
"11/095,910",7262724,12678128,103a,2007,13
"09/078,794",5933330,11849175,103a,1999,7
"09/078,794",5933330,11947436,103a,1999,6
"08/807,509",5912878,12517749,103a,1999,2
"08/807,509",5912878,11154817,103a,1999,3
"08/807,509",5912878,11154817,103a,1999,3
"08/807,509",5912878,11154817,103a,1999,3
"08/807,509",5912878,11154817,112,1999,10
"09/273,236",6356708,12501975,103a,2002,12
"09/273,236",6356708,12501975,103a,2002,10
"09/273,236",6356708,12501975,103a,2002,24
"09/273,236",6356708,12501975,103a,2002,17
"08/900,588",6117585,12929998,103,2000,3
"08/900,588",6117585,12929998,103,2000,11
"09/235,952",6321197,12400488,103a,2001,19
"10/955,395",7102577,12009049,103,2006,15
"09/152,645",6426983,12601958,102b,2002,11
"09/152,645",6426983,12601958,103a,2002,11
"09/152,645",6426983,12601958,103a,2002,11
"09/152,645",6426983,12650410,103a,2002,9
"09/152,645",6426983,12473899,119,2002,18
"09/152,645",6426983,12473899,103,2002,18
"09/152,645",6426983,12473899,103a,2002,18
"09/152,645",6426983,13551440,103a,2002,23
"09/152,645",6426983,13551440,103a,2002,23
"09/152,645",6426983,12473899,119,2002,14
"09/152,645",6426983,12473899,103a,2002,14
"09/152,645",6426983,13551442,103a,2002,23
"09/152,645",6426983,13551442,103a,2002,23
"09/152,645",6426983,11971017,103a,2002,14
"09/152,645",6426983,11971017,103a,2002,14
"09/152,645",6426983,13551440,103a,2002,28
"09/152,645",6426983,13551440,103a,2002,28
"09/152,645",6426983,13551440,103a,2002,28
"09/152,645",6426983,13551442,103a,2002,28
"09/152,645",6426983,13551442,103a,2002,28
"09/152,645",6426983,13551442,103a,2002,28
"09/152,645",6426983,13551442,103a,2002,28
"09/152,645",6426983,13551442,103a,2002,28
"09/152,645",6426983,12473899,103a,2002,28
"09/152,645",6426983,12473899,103a,2002,28
"10/042,897",6799038,12940988,103a,2004,4
"10/042,897",6799038,13214993,103,2004,11
"10/042,897",6799038,13203731,102e,2004,17
"08/561,010",5966120,11618245,103a,1999,4
"08/561,010",5966120,11618245,103a,1999,4
"08/561,010",5966120,11618245,103a,1999,4
"08/561,010",5966120,11618245,103a,1999,4
"08/561,010",5966120,11618245,103a,1999,4
"08/561,010",5966120,11618245,103a,1999,4
"08/561,010",5966120,11618245,103a,1999,4
"08/561,010",5966120,12221975,103a,1999,10
"08/561,010",5966120,12221975,103,1999,10
"08/561,010",5966120,12221975,103a,1999,10
"08/561,010",5966120,12221975,103a,1999,10
"08/561,010",5966120,12221975,103a,1999,10
"08/561,010",5966120,12221975,103,1999,10
"08/561,010",5966120,12221975,103a,1999,10
"08/561,010",5966120,12221975,103a,1999,16
"08/561,010",5966120,12221975,103a,1999,16
"08/561,010",5966120,12221975,103a,1999,16
"08/561,010",5966120,12221975,103a,1999,16
"08/561,010",5966120,12221975,103a,1999,16
"08/561,010",5966120,12221975,103a,1999,16
"08/561,010",5966120,12221975,103a,1999,16
"08/561,010",5966120,12221975,103a,1999,16
"08/561,010",5966120,12221975,103a,1999,16
"08/561,010",5966120,12221975,103a,1999,16
"08/827,014",6137802,10529620,103a,2000,3
"08/827,014",6137802,12346180,119a,2000,8
"08/827,014",6137802,12346180,103a,2000,8
"11/427,520",7778652,12186589,103a,2010,3
"11/427,520",7778652,12186575,103a,2010,3
"09/088,526",6072250,13008405,103a,2000,23
"09/088,526",6072250,12801556,103a,2000,20
"09/088,526",6072250,12801556,103a,2000,20
"09/088,526",6072250,13014453,103a,2000,23
"09/629,033",6466938,12724206,102,2002,23
"09/629,033",6466938,12724206,103a,2002,23
"09/629,033",6466938,12724206,103a,2002,23
"09/629,033",6466938,12724206,102,2002,18
"09/629,033",6466938,12724206,103a,2002,18
"09/629,033",6466938,12724206,103a,2002,18
"09/629,033",6466938,12724206,102b,2002,21
"09/629,033",6466938,12724206,103a,2002,21
"09/629,033",6466938,12724206,103a,2002,21
"10/806,581",7176980,11676150,103a,2007,11
"10/806,581",7176980,11676150,103a,2007,3
"10/806,581",7176980,12452589,103a,2007,12
"09/038,918",6177881,13027086,103a,2001,22
"09/087,165",6137994,11946197,103a,2000,4
"09/087,165",6137994,11946197,103a,2000,8
"09/111,941",6480096,11865308,103a,2002,10
"09/111,941",6480096,11865308,103a,2002,6
"09/111,941",6480096,11819832,103a,2002,8
"09/111,941",6480096,11865308,102b,2002,2
"09/111,941",6480096,11819832,103a,2002,3
"09/111,941",6480096,11865308,103a,2002,15
"11/468,974",7542422,12189389,103a,2009,9
"11/468,974",7542422,12189389,103a,2009,9
"11/468,974",7542422,12600084,103a,2009,20
"10/255,340",6782251,12348287,102,2004,3
"10/255,340",6782251,12348287,103,2004,3
"10/255,340",6782251,12060865,103a,2004,12
"10/255,340",6782251,12060865,103a,2004,12
"10/255,340",6782251,12060867,103a,2004,17
"09/578,433",6584301,11871448,103a,2003,6
"09/578,433",6584301,12720401,103a,2003,17
"09/545,125",6768908,11486650,103a,2004,11
"09/932,850",7020394,12699927,103,2006,19
"09/932,850",7020394,12699927,103,2006,19
"09/932,850",7020394,12699927,103,2006,19
"09/932,850",7020394,12699927,103,2006,13
"09/932,850",7020394,12699927,103,2006,13
"09/932,850",7020394,12699927,103,2006,13
"09/599,355",7181223,12948267,103a,2007,24
"09/599,355",7181223,12164121,103a,2007,15
"08/616,797",5778030,12477587,103a,1998,7
"11/387,750",7839927,12912961,119a,2010,2
"09/087,889",6106969,11296495,103a,2000,22
"09/087,889",6106969,11296495,103a,2000,22
"09/087,889",6106969,11296495,103a,2000,22
"09/087,889",6106969,11296495,103a,2000,22
"09/087,889",6106969,11296495,103a,2000,22
"09/087,889",6106969,11296495,103a,2000,18
"08/707,543",5828295,13373179,103a,1998,29
"12/344,760",8030914,12853715,103a,2011,26
"08/728,731",5855003,11929301,103a,1998,1
"09/591,682",7089344,11962658,103a,2006,10
"12/032,258",8015005,12817233,103a,2011,26
"12/032,258",8015005,12817233,103a,2011,26
"10/411,063",7231516,11931546,103a,2007,6
"10/411,063",7231516,11691730,103a,2007,7
"10/411,063",7231516,11691730,103a,2007,7
"10/411,063",7231516,11931546,103a,2007,12
"10/411,063",7231516,11150416,103,2007,11
"10/411,063",7231516,11496459,103a,2007,17
"11/616,111",7996019,13028020,102e,2011,20
"11/756,034",7944981,13031744,119,2011,9
"11/756,034",7944981,13031744,101,2011,6
"11/756,034",7944981,13031744,119a,2011,25
"12/726,747",8017864,13326621,103a,2011,40
"11/682,947",7873010,12745803,103a,2011,20
"09/590,594",7054386,11739189,103a,2006,1
"09/590,594",7054386,11739189,103a,2006,1
"09/590,594",7054386,11739189,103a,2006,1
"09/590,594",7054386,11739189,103a,2006,1
"09/590,594",7054386,11739189,103a,2006,1
"09/590,594",7054386,12096119,103a,2006,4
"08/949,111",6061449,11785281,103a,2000,9
"08/949,111",6061449,12262092,103a,2000,4
"08/949,111",6061449,11785281,103a,2000,3
"08/949,111",6061449,12262092,103a,2000,10
"08/949,111",6061449,11785281,103a,2000,12
"08/949,111",6061449,12837271,103a,2000,17
"08/949,111",6061449,13053075,103a,2000,22
"08/949,111",6061449,12837271,103a,2000,24
"08/949,111",6061449,13237317,103a,2000,23
"08/949,111",6061449,12262092,103a,2000,17
"08/949,111",6061449,12262092,103a,2000,21
"08/949,111",6061449,12262092,103a,2000,26
"08/949,111",6061449,12262092,103a,2000,30
"09/503,021",6304581,11562120,119a,2001,34
"09/503,021",6304581,11562120,102e,2001,34
"09/503,021",6304581,11562120,102e,2001,38
"10/945,692",7242722,12746750,102b,2007,20
"09/671,941",6996547,11633453,103a,2006,1
"08/706,751",5945948,12482877,103a,1999,5
"08/706,751",5945948,11559999,119a,1999,5
"08/706,751",5945948,11559999,103a,1999,5
"08/706,751",5945948,12851500,102b,1999,20
"08/706,751",5945948,12851500,103a,1999,20
"08/706,751",5945948,12851500,103a,1999,20
"08/706,751",5945948,12851500,103a,1999,20
"08/940,300",5872777,12208028,103a,1999,8
"08/940,300",5872777,12208028,103a,1999,8
"08/940,300",5872777,12208028,102b,1999,2
"08/940,300",5872777,12208028,103a,1999,2
"08/940,300",5872777,12526332,102b,1999,4
"08/940,300",5872777,12526332,103a,1999,4
"08/940,300",5872777,12208028,103a,1999,12
"08/940,300",5872777,12208028,103a,1999,12
"08/940,300",5872777,12392765,103a,1999,3
"08/940,300",5872777,12208028,103a,1999,17
"08/940,300",5872777,12208028,103a,1999,17
"08/940,300",5872777,12208028,103a,1999,22
"08/940,300",5872777,12208028,103a,1999,22
"08/940,300",5872777,12208028,103a,1999,33
"08/940,300",5872777,12208028,103a,1999,33
"08/940,300",5872777,12208028,103a,1999,26
"08/940,300",5872777,12208028,103a,1999,26
"08/940,300",5872777,12208028,103a,1999,29
"08/940,300",5872777,12208028,103a,1999,29
"08/940,300",5872777,12208028,103a,1999,43
"08/940,300",5872777,12208028,103a,1999,43
"08/940,300",5872777,12208028,103a,1999,43
"08/940,300",5872777,12208028,103a,1999,41
"08/940,300",5872777,12208028,103a,1999,41
"08/940,300",5872777,12208028,103a,1999,41
"08/664,747",5692019,11960475,103,1997,2
"08/986,137",6157726,11831711,102b,2000,5
"09/697,587",6856628,13302855,102b,2005,26
"09/524,309",6661853,12818078,103a,2003,2
"09/685,447",6771657,13043234,103c,2004,6
"09/685,447",6771657,11169680,103a,2004,2
"09/685,447",6771657,11933483,103a,2004,5
"09/685,447",6771657,11933483,103a,2004,5
"09/685,447",6771657,11933483,103a,2004,10
"09/685,447",6771657,11169680,103a,2004,7
"09/685,447",6771657,11777014,103a,2004,20
"09/685,447",6771657,13023817,103a,2004,26
"09/685,447",6771657,13023817,103a,2004,26
"09/685,447",6771657,13023817,103a,2004,26
"09/602,977",6505049,12196609,103a,2003,6
"09/546,337",6406808,12732906,103a,2002,23
"09/546,337",6406808,12732906,103a,2002,16
"09/586,064",6898285,12357976,102e,2005,11
"09/586,064",6898285,12530306,103a,2005,3
"09/586,064",6898285,13235872,103a,2005,19
"09/643,121",6597890,12396240,103a,2003,11
"09/643,121",6597890,12396240,103a,2003,5
"09/643,121",6597890,12396259,103a,2003,4
"09/643,121",6597890,12396259,103a,2003,10
"09/643,121",6597890,12396258,103a,2003,6
"09/643,121",6597890,12396258,103a,2003,11
"09/643,121",6597890,12396258,103a,2003,14
"09/643,121",6597890,12396259,103a,2003,14
"08/818,114",5905803,11650922,103a,1999,11
"08/818,114",5905803,11650922,103a,1999,1
"11/026,727",7139586,12841285,103a,2006,12
"10/610,746",7447735,12263819,112,2008,14
"10/610,746",7447735,12263819,112,2008,14
"11/351,304",7706249,12671198,103a,2010,1
"09/086,509",6188979,12809028,119,2001,23
"09/086,509",6188979,12809028,103a,2001,23
"09/086,509",6188979,12809028,103a,2001,23
"09/086,509",6188979,12809028,103a,2001,23
"09/765,857",7076000,12629282,103a,2006,1
"10/062,784",6687486,10946682,103a,2004,4
"10/062,784",6687486,12206910,103a,2004,18
"09/909,107",6483913,11951302,103a,2002,3
"09/909,107",6483913,11951302,103a,2002,13
"11/465,011",7257280,12495772,103a,2007,5
"10/895,695",7443657,12849447,102b,2008,17
"10/895,695",7443657,12851826,102b,2008,19
"09/599,293",6401242,12499198,103,2002,6
"09/599,293",6401242,12499198,103c,2002,6
"09/599,293",6401242,12499198,103b,2002,6
"09/599,293",6401242,12499198,103a,2002,6
"09/599,293",6401242,12499198,103a,2002,12
"09/599,293",6401242,12499198,103a,2002,1
"10/937,909",7616654,12471852,103a,2009,5
"10/937,909",7616654,12471852,103a,2009,5
"10/680,690",7305251,13332847,103a,2007,17
"08/948,713",6456852,12929790,103a,2002,14
"10/268,230",6836212,11192593,103a,2004,10
"10/268,230",6836212,11192593,103a,2004,10
"10/268,230",6836212,11192593,103a,2004,4
"10/268,230",6836212,12170024,103a,2004,1
"09/617,067",7430459,10071442,103a,2008,2
"10/334,260",6931477,12069581,103a,2005,6
"08/696,082",5893024,11770856,103a,1999,8
"08/696,082",5893024,11762397,103a,1999,2
"09/930,357",6583716,12055007,103a,2003,2
"09/930,357",6583716,12055007,103a,2003,7
"11/025,508",7683965,12387869,103a,2010,9
"10/972,737",7269504,13031234,103a,2007,21
"10/972,737",7269504,13031234,103a,2007,25
"08/763,267",6256008,12698795,103a,2001,20
"09/639,433",6360097,11457955,103a,2002,3
"09/639,433",6360097,11457955,103a,2002,7
"10/695,124",7643564,11963888,103a,2010,7
"10/695,124",7643564,11963888,103a,2010,7
"10/695,124",7643564,11963888,103a,2010,14
"10/695,124",7643564,11963888,103a,2010,14
"10/426,482",6774737,13100963,103a,2004,18
"08/694,552",5935220,11089889,103a,1999,8
"08/694,552",5935220,11089889,103a,1999,1
"08/694,552",5935220,11089889,103a,1999,1
"08/694,552",5935220,11089889,103a,1999,1
"08/792,557",5771229,12703818,103a,1998,23
"09/217,158",6148208,12550252,103a,2000,10
"09/217,158",6148208,12550252,103a,2000,24
"09/217,158",6148208,12550252,103a,2000,15
"09/217,158",6148208,12550252,103a,2000,28
"11/042,693",7068230,12463603,102b,2006,6
"08/794,708",5903844,12194214,103a,1999,6
"08/794,708",5903844,11317741,103a,1999,32
"09/489,320",6373433,11320684,103a,2002,9
"09/489,320",6373433,11320684,103a,2002,2
"09/556,385",6526275,13235519,103a,2003,12
"09/556,385",6526275,13235519,103,2003,12
"09/556,385",6526275,13235502,103,2003,12
"09/556,385",6526275,11274905,103,2003,10
"09/556,385",6526275,12485787,102b,2003,11
"09/556,385",6526275,13235508,103a,2003,11
"09/556,385",6526275,13235508,103a,2003,11
"09/556,385",6526275,11274905,103a,2003,3
"09/556,385",6526275,13235504,103,2003,11
"09/556,385",6526275,13235504,103a,2003,11
"09/556,385",6526275,13235513,103,2003,20
"09/556,385",6526275,13235502,103,2003,18
"09/556,385",6526275,13235511,103,2003,19
"09/556,385",6526275,13235509,103a,2003,14
"09/556,385",6526275,12827835,103a,2003,23
